FEN,Moves,Rating,Themes
5k2/p4p2/1p2b3/6Q1/P2p2P1/qP1P3P/4R1PK/2r5 b - - 2 36,c1b1 g5d8 f8g7 e2e5 b1h1 h2g3,2641,advantage endgame long
7k/ppQ4p/6p1/8/4Pp2/5P2/5PK1/4q3 b - - 2 41,a7a5 e4e5 e1b1 e5e6 b1f5 e6e7,2641,advancedPawn crushing endgame long queenEndgame quietMove
7r/PK6/4p1k1/3p1p1p/5P1R/2p1P3/8/8 w - - 0 43,a7a8q h8a8 b7a8 e6e5 f4e5 c3c2 h4h1 f5f4,2641,advancedPawn advantage endgame veryLong
4rk2/r4p2/Pb1pqPp1/1Pp3Pp/3pP2P/1R3Q2/3BP3/1R4K1 b - - 0 38,e6e4 f3e4 e8e4 b3a3,2641,crushing defensiveMove middlegame short
3rr1k1/ppp3pp/2n5/2b1p3/3p1nq1/PP1P2N1/1BPN1PBK/R1Q2R2 w - - 2 19,d2e4 g4h4 h2g1 e8e6,2641,advantage defensiveMove master middlegame short
8/8/1pp2kp1/1p1p1pp1/1P1P2P1/P1P1K2P/5P2/8 b - - 2 41,f6e6 g4f5 g6f5 e3f3 e6f6 f3g3,2641,crushing defensiveMove endgame long pawnEndgame
7k/pp1r2pp/2p5/2q5/3p3Q/7P/PPP3P1/4R1K1 b - - 6 27,d7f7 e1e8 f7f8 h4g5 h8g8 g5c5,2641,crushing endgame long
r1b1k3/p2nn3/4Q1pK/1B1pP3/5q2/8/P5PP/1R5R w q - 1 24,h6h7 e8d8 b5d7 f4h4 h7g7 e7f5 e6f5 g6f5,2641,crushing middlegame sacrifice veryLong
1r3r1k/p7/4B2p/5p1b/2NP4/2PQ1pq1/PP4P1/R3RK2 w - - 1 24,g2f3 h5f3 e1e5 f8g8 e6g8 b8g8,2641,advantage long middlegame quietMove
4r3/1b4k1/p2r1qp1/1p6/1PpP2QP/P7/2BR3K/6R1 b - - 0 36,e8e5 g4g6 f6g6 g1g6 d6g6 d4e5,2641,crushing long master middlegame
1k2r3/5Npp/p3Qn2/qp1r4/7P/bP6/1B1P1PP1/1K1RR3 w - - 0 21,e6c6 e8e1 d1e1 a3b2 f7d6 a5c7 c6c7 b8c7,2641,advantage middlegame veryLong
2r3kn/2q3p1/1nr3Np/p2pPQ1P/Pp1P4/8/1PB2P2/1K1R3R w - - 1 29,g6h8 c6c2 h8g6 b4b3 h1g1 b6a4,2641,crushing long middlegame
5k2/p1p5/b3Pp2/2PP2p1/P4p2/8/Br4P1/R5K1 b - - 0 29,f8e7 a1d1 b2a2 d5d6 e7e6 d6d7,2641,advancedPawn crushing endgame long quietMove sacrifice
8/2p5/p1p5/3p1p1k/2PP1Pp1/1P2K3/P6P/8 w - - 1 36,e3f2 h5h4 f2g2 c6c5 d4c5 d5d4 b3b4 d4d3 g2f2 h4h3 f2e3 h3h2 e3d3 g4g3,2641,crushing endgame pawnEndgame quietMove veryLong
r2r2k1/p2R1R1p/6p1/5p2/1q1b4/5P2/5P1P/2BQ2K1 b - - 0 25,d8d7 f7d7 a8e8 g1g2,2641,crushing defensiveMove middlegame short
3r2k1/3n1p1p/3NpnpB/3p4/Qp6/1Pq5/5PPP/5RK1 b - - 4 27,d7c5 a4a5 d8f8 h6f8 g8f8 a5d8 f8g7 d8e7,2641,advantage attraction middlegame veryLong
r4rk1/pR3p2/2p4p/3pN1p1/3P4/2q4P/P5P1/3Q3K b - - 0 23,g8g7 d1b1 g7g8 e5f7 c3c1 b1c1,2641,crushing endgame long quietMove
2rq1r1k/1p4pp/p2n1p2/3p1b1P/3P4/2P1QNR1/PP1N1PP1/2KR4 w - - 4 20,e3f4 c8c3 b2c3 d8a5 c1b2 d6b5 f3e5 a5a3 b2a1 b5c3,2641,advantage deflection middlegame queensideAttack sacrifice veryLong
5rk1/pb1q1pp1/1p3n1p/4RN2/2p2P1B/1P6/P1B3rP/RQ3K2 w - - 2 22,h4f6 d7d2 f5h6 g8h8 h6f7 h8g8,2641,crushing long middlegame sacrifice
r2q1rk1/3b1pbp/pppQ4/2B2P2/6n1/1BN5/PPP3PP/R4RK1 w - - 0 17,c5d4 d8b8 b3f7 f8f7 d6b8 a8b8,2642,advantage long middlegame
8/8/1p2p3/pP3k2/4Q3/3Rr3/1P5P/1K6 b - - 0 44,f5e4 d3e3 e4e3 h2h4 e3f4 b1c2 f4g4 c2d3,2642,crushing defensiveMove endgame quietMove rookEndgame veryLong
r4rk1/1p3ppp/2nq1b1B/p1p1pPN1/P1P4P/3P4/1P3P2/R2QK1R1 b Q - 2 20,g8h8 d1h5 g7h6 h5h6 f6g5 h6d6,2642,advantage long middlegame sacrifice
7k/p5pp/1pr5/2b5/4P2q/1QP2P2/PB5P/R6K w - - 0 22,a1d1 c6d6 b3c2 h4f2 c2f2 d6d1 h1g2 c5f2,2642,crushing deflection endgame intermezzo sacrifice veryLong
8/rB3pp1/P1R4p/5k2/8/q2p3P/5PP1/4R1K1 b - - 0 33,d3d2 b7c8 f5g5 h3h4 g5h4 g2g3 a3g3 f2g3,2642,attraction crushing endgame veryLong
2r1r3/p6p/bp4pk/2q1N3/2B2P2/1PQ1n1P1/P5KP/2RR4 w - - 5 31,g2f3 a6b7 f3e2 e3g4 c3d4 g4e5 f4e5 e8e5,2642,crushing master middlegame pin veryLong
3r2k1/p1Q2p2/5pp1/P5bp/1Pn1R3/B1qp3P/5PP1/3B2K1 b - - 3 34,d8d4 e4e8 g8g7 c7e7 c3e1 e7e1,2642,crushing long master middlegame
4q1k1/5pbp/8/p2P2Q1/5R1P/2p5/3K4/8 w - - 0 49,d2c2 e8e2 c2b3 e2b5,2642,crushing endgame short
6k1/1R5p/3pP3/5p2/2PQp2P/3n1q1P/8/7K w - - 2 46,h1g1 f3g3 g1h1 g3h3,2642,crushing endgame master short
2r3k1/5Rpp/5p2/1pN2P2/pP1p1P2/P1p3QP/q1n3P1/4R1K1 b - - 0 35,g8f7 g3f3 f7g8 f3b7,2642,crushing endgame short
8/8/3k1ppp/pp1p4/3K1P2/PPP3PP/8/8 b - - 0 38,h6h5 a3a4 b5a4 b3a4 g6g5 f4f5 d6c6 c3c4 d5c4 d4c4 g5g4 h3h4,2642,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang
r7/PK2kpp1/1B1p4/4pPbp/8/P7/4N3/8 b - - 1 42,a8h8 e2c3 e7d7 c3d5,2642,advantage defensiveMove endgame quietMove short
6R1/8/4p3/kp1p4/3P2P1/1KP5/4r3/8 b - - 2 51,e2e3 g4g5 b5b4 g5g6 e3c3 b3b2 c3g3 g6g7,2642,advancedPawn crushing endgame quietMove rookEndgame veryLong
r7/3q3k/1p2p2p/p3Pp2/3p1r2/P2B3Q/1PP4P/4K1R1 b - - 1 32,d7c7 h3g2 c7e5 e1d1 f4g4 g2g4,2642,advantage defensiveMove endgame long pin
8/8/K1p3k1/P1Pp4/2nP4/4pN2/8/8 w - - 2 49,f3e1 g6f5 a6a7 c4a5 a7b6 a5b3 b6c6 f5e4 c6d7 b3d4,2642,crushing endgame knightEndgame veryLong
1k2r3/ppp3p1/4Nb1p/2PQ4/q2P2PP/8/PP3r2/1K1R3R w - - 6 27,d1c1 a4b5 d5b3 b5b3 a2b3 e8e6,2642,capturingDefender crushing long middlegame trappedPiece
6k1/5p2/p5p1/3B2QP/8/3b4/5PPK/4q3 b - - 4 41,e1f2 h5g6 g8g7 g6f7 d3g6 d5e6,2642,advancedPawn crushing defensiveMove discoveredAttack discoveredCheck endgame long
2k4r/2p1r1b1/1p1p1p2/3Q1P1p/P4B2/2q3pP/2P3P1/R4RK1 b - - 0 27,c3c2 a1c1 c2e4 d5d6 c8b7 c1c7 e7c7 d6c7,2642,crushing middlegame pin queensideAttack veryLong
r3k2r/ppp1bppp/4b3/5q2/3QN3/8/PPP2PPP/R1B1R1K1 w kq - 1 12,e4g5 e7g5 e1e5 a8d8 d4a4 c7c6 c1g5 f5e5,2642,crushing master middlegame veryLong
2r1r1k1/1p3ppp/p4n2/8/3Rp3/P1N1Q2P/1qP1BPP1/4K2R w K - 0 20,c3e4 f6e4 d4e4 e8e4 e3e4 b2c3 e1d1 c3a1,2642,crushing middlegame veryLong
r1b1k3/ppp2p2/3p1bp1/3Pp3/PPP5/3B1P1r/5KPq/R1BQ1R1N w q - 4 19,f1g1 e5e4 d3e4 f6a1,2642,advantage discoveredAttack middlegame pin short
3R4/1p4p1/4P1kr/6P1/r7/4q3/4nQ1P/5R1K b - - 1 34,e3g5 e6e7 e2g3 f2g3 g5g3 e7e8q,2642,advancedPawn advantage long middlegame pin promotion
8/p4p1p/1k3pp1/1P6/2K3PP/8/5P2/8 b - - 0 36,a7a5 b5a6 b6a6 c4c5 f6f5 g4f5,2642,crushing enPassant endgame long pawnEndgame
8/3k4/4pp1p/p1P1p3/2P1K3/7P/P4PP1/8 w - - 0 41,f2f4 e5f4 e4f4 d7c6 f4e3 c6c5 e3d3 h6h5,2642,crushing defensiveMove endgame master pawnEndgame veryLong
1k3r2/8/p7/6Rp/3ppr1P/5P2/PP2KR2/8 w - - 0 38,g5h5 d4d3 e2e3 f4f3 f2f3 e4f3 e3f2 f8d8 h5g5 d3d2,2642,advancedPawn crushing endgame quietMove rookEndgame veryLong
2kr4/p2n4/2p1p1Q1/2p3Pp/2P3qP/3Pp1b1/PBP1K3/5R1R w - - 5 25,f1f3 g3e5 g6e4 g4g2,2642,advantage clearance master masterVsMaster middlegame pin short
8/8/4K2R/5Prp/7k/8/8/8 b - - 6 58,h4g4 h6g6 h5h4 e6f6 h4h3 g6g5,2642,crushing endgame long rookEndgame
8/p1p5/7p/4k1pP/2pp2P1/5K2/PPB5/8 w - - 0 36,b2b3 d4d3 c2b1 e5d4 b3c4 d4c3,2642,bishopEndgame crushing endgame long
8/8/p6p/2P1p3/3bNk2/3K4/P5P1/8 b - - 2 37,h6h5 c5c6 d4b6 e4f6 e5e4 d3e2,2642,crushing defensiveMove endgame long
8/5p2/4pkp1/1R5p/p4P1P/PbK5/8/8 w - - 0 42,b5b3 a4b3 a3a4 e6e5 a4a5 e5f4,2642,crushing endgame long
1r3rk1/2q1ppbp/b2p2p1/2pP4/2n1PP2/2N3PP/PPQ3B1/R1B1R1K1 w - - 3 17,b2b3 g7d4 g1h1 c7a5 c1d2 c4d2,2642,crushing long middlegame
8/8/pkp1p2p/3pP1p1/KP4P1/4P3/1P5P/8 b - - 1 45,c6c5 b4c5 b6c5 b2b3 c5c6 a4a5,2642,crushing endgame long master pawnEndgame quietMove
8/7p/3Q1pnk/8/3N4/4p1P1/5PKP/3q4 b - - 3 42,h6h5 d6d7 g6h4 g3h4 d1g4 d7g4,2643,crushing endgame long
r1bqk3/pp2b2Q/2p2rn1/6B1/2pP4/8/PPP2PPP/R3R1K1 b q - 2 18,d8d4 h7g8 g6f8 e1e7 e8e7 g8g7,2643,advantage attraction deflection exposedKing long middlegame pin sacrifice
7k/1pb1q1pp/p2p4/4pr2/2P2Pn1/1P4P1/P3N1KP/2RR2Q1 w - - 0 29,h2h3 e5f4 h3g4 e7e2 g2h3 f5f6,2643,advantage defensiveMove discoveredAttack long middlegame
5rk1/1p4p1/pq1b3p/3PppQ1/2P3b1/1N6/PP4PP/R4R1K w - - 0 22,g5g6 b6d8 g6e6 g8h7 c4c5 f8f6 c5d6 f6e6 d5e6 d8d6,2643,advantage capturingDefender defensiveMove middlegame quietMove trappedPiece veryLong
6k1/p5p1/3b3p/2pP1b2/2P1pP1q/1P4rP/P4QP1/4RR1K w - - 5 23,e1e3 g3g4 f2h4 g4h4,2643,advantage middlegame pin short
2kr3N/ppp1q1pp/8/1B3b2/3nn3/2N1Q3/PP3PPP/R1K4R w - - 9 15,c3e4 f5e4 b5d3 d4b3 a2b3 d8d3 h1e1 d3e3,2643,advantage discoveredAttack middlegame queensideAttack veryLong
r2q1k1r/pp3p2/3N2pp/3Pp1b1/Q3PnP1/4B3/PP3PP1/2R2RK1 w - - 0 20,e3c5 f4e2 g1h2 h6h5,2643,crushing fork middlegame short
2r3k1/6q1/1p6/p4R2/4Q3/8/P1K2P2/8 w - - 14 40,c2d2 g7b2 d2e3 b2c1 e3f3 c1h1,2643,crushing endgame exposedKing long
8/5Pb1/2k5/8/2p1K1P1/1p6/8/2B5 b - - 2 64,c6d7 c1b2 g7f8 g4g5 f8b4 g5g6 d7e7 b2g7,2643,bishopEndgame crushing defensiveMove endgame quietMove veryLong
4qrkb/3r3p/3p1PbQ/2pPp1P1/p3N3/P4P2/1PR5/2K4R b - - 0 32,h8f6 g5f6 g6e4 f3e4 e8g6 h6h3,2643,crushing long master middlegame
8/7p/6p1/pppk2P1/5P1P/1P2K3/P7/8 b - - 0 32,c5c4 b3c4 b5c4 a2a4 c4c3 e3d3 c3c2 d3c2,2643,crushing endgame pawnEndgame quietMove veryLong zugzwang
r2qB1k1/pp3pnp/6p1/8/3P1N2/5b2/PP1Q1P1P/R3R1K1 w - - 0 21,e8b5 d8g5 g1f1 f3g2 f1e2 g5b5,2643,advantage fork long middlegame
8/8/R5p1/4r1P1/4kpnP/5P2/6K1/8 b - - 0 45,e4e3 f3g4 f4f3 g2g3 f3f2 a6a3,2643,advantage endgame hangingPiece long
4k3/8/1R3p1p/2P1pPpP/2r3P1/5K2/8/8 b - - 5 51,c4c5 b6f6 c5c4 f6h6 c4f4 f3g3 e5e4 h6g6,2643,crushing endgame rookEndgame veryLong
r3r2k/ppp1np1B/7p/4R3/3P1p1P/2P2P2/qPQ2K2/6R1 b - - 1 23,e7d5 e5h5 e8e6 h7g6,2643,crushing middlegame short
6k1/pp3p2/4r1p1/2p1q3/2P1PNp1/1P1nP3/P2Q2Pb/3R1R1K b - - 3 26,d3f4 e3f4 e5h5 d2d8 g8g7 d8g5 h2g3 g5h5,2643,master middlegame
7k/4q3/5rp1/p1p2P1p/1bPp3P/1P1Br3/P5R1/3Q1R1K w - - 1 35,f5g6 e3h3 h1g1 f6f1 d1f1 e7e3,2643,advantage exposedKing long middlegame
8/8/8/1pB4p/7P/P1K2pk1/8/8 w - - 6 56,c3b4 g3h4 b4b5 h4g4 a3a4 h5h4 a4a5 h4h3 a5a6 f3f2 c5f2 h3h2 a6a7 h2h1q,2643,advancedPawn advantage bishopEndgame endgame promotion quietMove veryLong
3r1r1k/ppqb2bp/2p2pp1/3p4/3P2PP/2P1RQ2/PPBB1P2/4R1K1 b - - 0 22,g7h6 e3e7 h6d2 f3d3,2643,clearance crushing middlegame sacrifice short
8/8/p3r3/1p2kp1p/6p1/PPP1R1P1/4K2P/8 b - - 3 43,e5d5 c3c4 b5c4 b3c4 d5d6 c4c5 d6d7 e3e6 d7e6 e2e3,2643,crushing defensiveMove endgame rookEndgame veryLong
8/8/8/6p1/4kp2/6PP/4KP2/8 b - - 0 53,f4g3 f2g3 e4f5 e2d3 f5e5 d3e3,2643,crushing defensiveMove endgame long pawnEndgame zugzwang
2b1r1k1/R1p2npp/1n3p2/8/5P2/2Q2NK1/1BB1q1PP/8 b - - 6 26,f7d6 c3c7 b6d7 c2b3 g8h8 c7d6,2643,crushing fork long middlegame
r3r1k1/3nbP1p/b3p1pB/p5N1/1p1P1q2/P7/2B2PPP/R3R1K1 b - - 0 21,g8h8 h6g7 h8g7 f7e8q f4f2 g1f2,2643,advancedPawn advantage long middlegame promotion
8/1P1n4/6p1/3Kp2p/7P/1k4P1/8/8 b - - 4 51,b3c3 d5d6 d7b8 d6e5 b8a6 e5f4,2643,crushing defensiveMove endgame knightEndgame long
5b2/5k1p/5p2/1p4pN/1PbP2P1/2Q1Bq1P/1P1K1P2/8 w - - 21 43,d4d5 f8b4 c3b4 f3e2 d2c1 e2f1,2643,advantage endgame exposedKing long pin sacrifice
4k2r/4bppp/p1p2n2/4p3/2q1P3/6Q1/P1PB2PP/1K1R1R2 w k - 2 20,g3g7 h8g8 g7h6 f6e4 f1f3 g8g2,2643,middlegame
3r2k1/pBp3p1/4p2p/5Pn1/6Pq/2Q1R2P/PP6/3r1RK1 w - - 0 28,f5e6 d8d2 c3d2 d1d2,2643,advantage master middlegame short
N4rk1/2P1p2p/p2pp1pP/8/3qP3/1Qb5/P4PP1/2R2K1R w - - 3 27,f2f3 d4d3 f1g1 d3e3 g1h2 e3h6 h2g3 c3e5 g3f2 h6d2,2643,crushing fork interference master middlegame veryLong
r3r3/6kp/4b1p1/2p5/ppP5/1P2P3/P1QKBqP1/5R1R b - - 1 26,f2g2 f1g1 a4b3 c2b2 g7g8 g1g2,2643,advantage long middlegame
r3k2r/pp1n1pp1/2p1p3/3P4/2P1B3/6q1/PP6/R1BQR1K1 w kq - 0 17,e4g2 h8h2 e1e2 e8c8 c1f4 g3f4,2643,advantage castling long middlegame
2kr1b1r/ppp1pppp/5nb1/2R5/N5P1/1P1q3P/P2B1PB1/2Q1K2R b K - 1 18,c7c6 c5c6 c8b8 d2f4 e7e5 f4e5 f8d6 c6d6 d3d6 e5d6,2643,crushing middlegame queensideAttack veryLong
5rk1/p7/1pp1p3/4P1q1/2Pp3p/1Q4N1/PP2K3/6R1 w - - 0 36,e2d1 d4d3 b3d3 f8d8 d3d8 g5d8,2643,advantage endgame long master pin
5r1k/2q3pp/4p1p1/pp6/2pPR3/P1P2r1P/1PBQ4/4R1K1 w - - 0 32,e4e5 f3g3 g1h1 f8f3,2643,advantage clearance middlegame short
QR1r3r/2pk2b1/3p1np1/1N1P1pPp/4PP1P/6n1/P7/6K1 b - - 0 30,d8b8 a8c6 d7e7 g5f6,2643,advantage middlegame short
8/8/p7/4p3/P3k3/7K/1P6/8 w - - 0 40,h3g2 a6a5 b2b4 a5b4 a4a5 e4d5 a5a6 d5c6,2643,crushing defensiveMove endgame pawnEndgame quietMove veryLong
5rk1/pb4pp/1p4n1/3P1p2/2P5/1Q2B1Pq/P4P1P/4RRK1 w - - 1 24,c4c5 g6h4 g3h4 h3g4 g1h1 g4f3,2643,advantage kingsideAttack long middlegame quietMove sacrifice
8/n2B2p1/P1p2k2/K1P1p3/8/3P4/8/3b4 b - - 1 43,a7b5 a5b6 d1f3 d7c6 f3c6 b6c6,2643,crushing endgame long
8/3q2pk/5p2/2Q2Np1/5nP1/7P/5P1K/8 w - - 1 45,h2g3 d7b7 f2f3 b7b1 f5d6 b1e1,2643,crushing endgame long quietMove
8/5ppp/4p3/2kpP3/1p3P2/1P2P2P/4K1P1/8 b - - 2 34,d5d4 e3e4 h7h5 g2g3 f7f6 e5f6,2644,crushing endgame long pawnEndgame quietMove
7n/7P/3k4/5PK1/6P1/8/8/8 b - - 0 76,d6e7 g5f4 e7f8 g4g5,2644,crushing defensiveMove endgame knightEndgame short
2Q4k/5p2/ppp2p1p/2q1p3/P2rP3/7P/5PP1/1R4K1 b - - 3 31,h8g7 b1b3 f6f5 b3g3 g7f6 c8f5 f6e7 g3f3,2644,advantage defensiveMove endgame veryLong
8/5p1p/pp1p1k2/3P1p2/1PP2K2/6P1/5P1P/8 w - - 0 30,h2h4 a6a5 f4e3 a5a4 e3d3 a4a3 d3c3 f6e5 c3b3 e5d4,2644,crushing endgame pawnEndgame quietMove veryLong
8/p1P1rpkp/1p1R2p1/8/8/2b3Pb/P3PP1P/2R3K1 b - - 1 28,e7e2 g3g4 c3e1 c7c8q e1f2 g1h1 f2c5 c8c6,2644,advancedPawn crushing endgame promotion quietMove veryLong
2b1r1k1/Q4pp1/8/7p/2P2Bnq/2Pr4/P3NPPP/1R2R1K1 w - - 2 21,b1b8 e8e2 b8c8 g8h7 e1f1 e2f2 a7f2 g4f2,2644,crushing middlegame veryLong
8/8/6p1/p6p/K3pk1P/3p4/3R1P2/8 w - - 0 56,a4a5 e4e3 d2d3 e3f2 d3d6 f4e5,2644,advancedPawn crushing endgame long rookEndgame
3r2k1/5pp1/4p2p/1p2R3/1P6/1RP2K1P/1Pr3P1/8 w - - 4 35,e5b5 d8d3 f3e4 c2d2 g2g4 d3h3,2644,crushing endgame long rookEndgame
6k1/Q2R1p1p/1p4p1/8/8/7P/Pq2rPP1/6K1 w - - 3 30,d7f7 e2e1 g1h2 b2e5 f2f4 e5d4,2644,advantage endgame long
5n1R/p1p1k3/1p2p1r1/5pPK/5P2/2P5/P7/8 b - - 1 39,e7f7 h8f8 f7f8 h5g6 e6e5 g6h7 e5f4 g5g6 f4f3 g6g7 f8e7 g7g8q,2644,advancedPawn crushing deflection endgame promotion veryLong
8/1p6/p1p5/3p3p/PP3K1P/2P1B3/6pk/8 b - - 3 53,g2g1q e3g1 h2g1 a4a5 g1f1 f4g5,2644,crushing endgame long quietMove
8/p2R1kp1/1b3p2/5N1p/5B2/4P2P/r1r2PP1/6K1 b - - 7 26,f7g6 g2g4 h5g4 h3g4 g6h7 d7g7 h7h8 f4h6 c2c7 f5e7 c7e7 g7e7,2644,advantage endgame quietMove veryLong
5rk1/p5pp/3b2P1/q3p2Q/P2pP3/6rP/P6K/R1B2R2 b - - 2 23,f8f1 h5h7 g8f8 c1g5 g3g5 a1f1 f8e8 h7g8 e8d7 f1f7 d6e7 f7e7 d7e7 g8g7,2644,attraction crushing discoveredAttack middlegame quietMove veryLong
r2q1b1r/pp2p1kp/1n1p4/1bp1nQ2/4PBP1/3P4/PPP4P/RN2KR2 b Q - 5 17,e5g6 f4h6 g7h6 g4g5 h6h5 f5f3,2644,attraction crushing long middlegame sacrifice
5rk1/6bp/p5p1/1p1br3/1PpN2P1/P1P5/2Q4P/RB4K1 w - - 0 35,b1a2 g7h6 d4f5 g6f5 g4g5 h6g5,2644,crushing long middlegame quietMove
1rr2k2/1q2Bppp/2b1p3/1B2P3/Q2P2P1/P1R2P1P/1P6/6K1 b - - 0 33,f8e7 a4b4 e7d7 b4d6 d7e8 b5c6 c8c6 d6c6 b7c6 c3c6,2644,advantage deflection fork middlegame veryLong
8/p7/2p5/1pP5/1P1k3p/5Kp1/P7/4B3 w - - 0 46,f3g4 g3g2 e1f2 d4c4 a2a3 c4b3,2644,advancedPawn bishopEndgame crushing defensiveMove endgame long
2r2qk1/1b1nb1p1/pp6/2ppP3/3P3p/P1NB1NnP/1PQ2KP1/R1B5 w - - 0 21,c1e3 c5d4 e3d4 e7c5 d4c5 f8c5,2644,clearance crushing long middlegame pin
5rk1/6pp/p2p4/1ppPp3/4P3/P1N2Pq1/1P1Q2Br/R3R1K1 w - - 5 26,e1e3 f8f6 f3f4 h2g2 d2g2 g3e3,2644,crushing deflection exposedKing fork long middlegame
8/8/3k3p/K4pp1/8/P7/6PP/8 b - - 0 45,d6c6 a5b4 c6d5 b4c3,2644,crushing defensiveMove endgame pawnEndgame short
3k4/7p/p1PpB1p1/1p2p1P1/1P2P2P/n3K3/8/8 b - - 3 48,d8c7 e3d3 a3c4 e6g8,2644,crushing endgame master short
R7/5ppk/6qp/p1r5/P2Q4/7P/1r3PP1/5RK1 b - - 11 40,c5g5 d4b2 g5g2 g1h1 g6c6 a8c8 g2f2 c8c6,2644,crushing endgame veryLong
8/8/4p3/p2pPk2/5P2/1P2K1B1/2n3P1/8 w - - 5 45,e3f3 c2d4 f3e3 d4b3 g3e1 a5a4 e1b4 b3a1,2644,crushing defensiveMove endgame master quietMove veryLong
8/p1k2r1p/5P1R/2pK2P1/2P4P/1P6/3n4/8 b - - 4 43,d2b3 d5e6 f7d7 f6f7 b3d4 e6f6,2644,advancedPawn crushing endgame long
r7/5kpp/5p2/3PqN2/2Q5/1p2B1PP/r1p2P1K/8 b - - 5 36,b3b2 d5d6 f7f8 f5h6 g7h6 e3h6 f8e8 c4c6 e8d8 c6c7,2644,advantage discoveredAttack discoveredCheck endgame quietMove sacrifice veryLong
rn4k1/ppp3pp/3bq3/4p1N1/2P5/3PP3/PP2Q1PP/5RK1 b - - 0 16,e6h6 e2f3 h6h2 g1f2 h2g3 f3g3,2645,crushing long middlegame
8/7p/8/p3R3/1p6/7P/q4kP1/4R2K b - - 9 48,b4b3 h1h2 a2c2 e1e3 c2d1 e3f3 d1f3 g2f3 a5a4 e5b5,2645,crushing endgame queenRookEndgame veryLong
6r1/2Q2pnk/2b1p1p1/pp2P3/4P2P/1p3B2/P4P1K/8 w - - 0 38,c7c6 b3a2 c6c1 b5b4 f3d1 a5a4,2645,advancedPawn advantage defensiveMove endgame long quietMove
8/8/p4kpp/1pp5/3pPKP1/1P1P4/P6P/8 w - - 0 39,h2h4 g6g5 h4g5 h6g5 f4f3 f6e6 f3g3 e6e5,2645,crushing endgame pawnEndgame veryLong
8/p3qp1k/6pp/8/8/5QP1/P4PP1/6K1 w - - 2 36,f3e3 e7e3 f2e3 h6h5,2645,crushing defensiveMove endgame queenEndgame short
5r1k/p1p3pp/2B5/Q3b3/2b5/3qB3/P4PPP/R5K1 w - - 8 25,a1c1 e5b2 c1e1 b2c3 a5a3 f8d8 c6e4 d3e2 a3c3 d8d1 h2h3 e2e1 c3e1 d1e1,2645,clearance crushing fork middlegame pin quietMove sacrifice veryLong
2R4r/5Q1k/1r2p1n1/qn1pPp2/P6P/2R3P1/1PP5/1K6 b - - 0 41,h7h6 h4h5 b5c3 b1c1 c3e2 c1d1,2645,crushing defensiveMove long master middlegame sacrifice
2r3k1/pprb1p2/1b6/3N1p2/1P2qP1P/PQ4P1/2R1NPK1/2R5 w - - 1 29,f2f3 c7c2 d5f6 g8g7 f6e4 c2e2 g2f1 d7b5,2645,advantage defensiveMove master middlegame pin veryLong
7k/2p3p1/7p/P7/3n4/4K2P/1P4P1/8 b - - 1 42,c7c5 a5a6 d4c6 e3d2 h8g8 d2c3 g8f8 c3c4 f8e7 c4c5,2645,crushing endgame knightEndgame veryLong
8/8/1p6/p2k1ppp/P7/1P1K1PP1/6P1/8 w - - 0 36,d3c3 d5e5 b3b4 f5f4 g3g4 h5g4,2645,crushing endgame long pawnEndgame
2k4r/1bp1q3/1p3n2/pP2P1p1/Pb2P2p/5B1P/1B4P1/2KQNR2 b - - 0 24,f6e4 f3e4 b7e4 d1g4 e7d7 g4d7,2645,advantage clearance fork long middlegame
5rk1/3R1pb1/pR4p1/Ppq4p/8/2P1r1BP/1P3QP1/6K1 w - - 2 37,g1h2 g7e5 d7d5 h5h4 g3e5 e3h3,2645,advantage long middlegame pin sacrifice
rnb1k2r/ppp2ppp/4p3/8/2qP4/B4N2/PP3PPP/R2QK2R b KQkq - 1 11,b7b5 f3e5 c4d5 d1g4 c8b7 g4g7,2645,advantage clearance long middlegame
1k1r1b1r/ppp3p1/3q4/5Q2/3B2p1/1P6/P1P2PPP/R3R1K1 w - - 3 20,a1d1 d6h2 g1f1 f8b4 c2c3 d8d4 d1d4 b4c3 e1d1 c3d4,2645,attraction capturingDefender crushing fork middlegame veryLong
8/4nK1p/2k2Bp1/6P1/pp3P1P/8/8/8 w - - 0 53,f7e7 a4a3 f4f5 b4b3 f5g6 h7g6 h4h5 g6h5,2645,bishopEndgame crushing endgame veryLong
8/pp6/8/8/2P1k3/P7/1P4K1/8 w - - 1 41,g2f2 e4d4 f2e2 d4c4 e2d1 c4b3 d1c1 b3a2,2645,crushing endgame pawnEndgame veryLong
8/8/2k2ppp/1p6/3K2PP/1P6/5P2/8 w - - 1 38,g4g5 f6g5 h4g5 h6h5 d4e5 c6d7,2645,crushing defensiveMove endgame long pawnEndgame quietMove
8/8/3kp2p/5p2/1P3P1K/7P/8/8 b - - 3 44,e6e5 f4e5 d6e5 b4b5 f5f4 b5b6 e5d6 h4g4,2645,crushing endgame pawnEndgame quietMove veryLong
3r4/ppp2k2/4bq1r/2p4p/4Ppp1/2PP1P2/PP1QBPRP/6RK w - - 0 24,f3g4 h5g4 e2g4 e6g4 g2g4 h6h2 h1h2 f6h6 h2g2 f4f3 g2g3 h6d2,2645,advantage attraction kingsideAttack middlegame sacrifice veryLong
